Filename,PSNR_CycleGAN,SSIM_CycleGAN,CycleGAN_Similarity,CycleGAN_Happy,PSNR_StarGAN,SSIM_StarGAN,StarGAN_Similarity,StarGAN_Happy,PSNR_StarGAN1,SSIM_StarGAN1,StarGAN1_Similarity,StarGAN1_Happy,Original_Happy
cfa0c679da3dbe9f01e92cdeda2da1065aa50e7bf0b3990ec335f726.jpg,29.35729784586913,0.802972135955315,0.9799791284479019,0,28.556513502181403,0.6812772622148469,0.9633724547715808,1,28.00150741293764,0.6131823146877656,0.9671274397732912,1,0
83dac9d7eec7fb0bfef79b4d35ddc69a6f7fb458d3bffc4e78f33ad9.jpg,28.706763610828155,0.8429817348900256,0.9657690542479362,1,28.100767913815595,0.6749346511511628,0.9043508876972312,1,28.012480378457386,0.6572950769193908,0.9201749535982106,1,0
0745dd0386476ae193ca709034378c9207e48ae88cc8724127e98f1b.jpg,29.044978025649346,0.8484971384867787,0.9737884360353732,0,28.289634348897575,0.7116625815323278,0.9548258324699976,0,28.36610940423217,0.663073331843192,0.9738221364182817,0,0
2e9242f004ee675613838478fc4d2854c2e6a4406443e0d9b854f8ec.jpg,29.93446620446933,0.8998276013484864,0.9684874287375002,0,28.358634005789675,0.6061626563686144,0.922719013028594,1,27.72649009940978,0.5362109727525457,0.9032789129310903,1,0
6bc300b2ad8cf12d92cb1f033be26adf1381b957ac196ff4ba60d44b.jpg,30.547796674662784,0.8923661384634183,0.9805614652979999,0,29.57601373178031,0.7363460118400398,0.8924508113164603,0,29.449544581830583,0.7909556609985758,0.9648592976620822,1,0
c4f8afc26d293aaebe320d74afe459a6106f19cc89723eaa9a93874d.jpg,28.929634707083125,0.7911121025010632,0.9708542913305471,0,28.38294000665551,0.695503592162673,0.9188076709188419,1,28.266325705735685,0.6766598805867409,0.9722750268073829,1,0
8074ac2088332aa569b5b2abb02d963b41b99eb985dd31bdee881586.jpg,28.26904120593676,0.4470198052803776,0.9840166605170537,1,28.989465989535027,0.4194736300145293,0.9319270997275649,1,28.86491023387048,0.38852209650727626,0.9706174919194095,1,1
218318ae092e2debd4f7f0c571cad790d391353490fbf7441fccd906.jpg,29.10357312808639,0.7172691927583404,0.9847054305507729,0,28.085296324269834,0.6030325371396615,0.9403064977536135,1,27.802454386653306,0.5775323904815126,0.9573214453192902,1,0
ee7d79554e79df1aa460bcfd60c89757d0bafe6bebea035330926aa1.jpg,32.26768042944236,0.9024307280943756,0.9844379671998029,1,28.743220862031524,0.8038110439144155,0.9544687754359376,1,28.51905366600912,0.803299107563501,0.9521618300897164,1,1
263169de35771d1aea0898aa5e98793a1a17abcdd574153b9baaefd6.jpg,28.748631191302373,0.8128324136295006,0.967185203588093,1,28.363771657150135,0.7494239596550417,0.9235563319165645,1,27.906057917072427,0.6382661257927416,0.9560017069856857,1,0
ca44f7f1d7c986d9ec92a7140b5cad905203371a711df494ed6f5ff4.jpg,29.909782240514918,0.8798702678621199,0.9633266634903364,1,27.990288670570067,0.7064058709440939,0.9251202349441566,1,27.642899467454235,0.6704156558447913,0.9423310537060365,1,0
cf76ba13917395f32d5ed09bf00ab323238ebdb7cd30aaae5ac38625.png,29.052892045559418,0.8606162095094043,0.98325346880836,0,28.017987844639784,0.6675425905382917,0.9328264598402599,1,27.888701223521387,0.7121035205045076,0.9596248894271145,1,0
baf8a864742c4afa0ef45f4ddba6cad45fcd4cb550548f07c984f806.jpg,29.336655965631635,0.8797078744145366,0.9776851548331819,1,28.71959171496894,0.6636111563359226,0.934304562210601,1,28.361166298272234,0.5525234908621451,0.9536615207950029,1,1
d521a3c82a9635d320f35aaf9b102df34f8022dc0c831669bbc3a512.jpg,29.43611539424103,0.8639612799681567,0.9851562528537813,0,28.278011978339897,0.7187381189340647,0.962406676270249,1,28.166339100087434,0.6592361000313226,0.9495739918372021,1,0
16279313d32f9ab163f217b00cc17f7c892e71b47131ad57b77f0b0b.jpg,28.38439210914232,0.6949004334062316,0.9697200636341324,0,28.469839461343945,0.5839980504660612,0.9121332071899675,0,27.93257146313148,0.4954467446734854,0.9306063176589782,1,0
