image_name,cycleGan_similarity,starGan_similarity1
"['891', '0e6bc63f9a9c4d3a19f42f2359264153ce78c884b7e3e0482adf01a4.jpg']",0.98615769,0.940159952
"['200', '7faa1f2c63675c5b415f756b8895fe19d95585a689a2394d4c5220c8.jpg']",0.987012265,0.976853075
"['695', 'bbcee809b7b4dd039e5b06d70e33f9e12dc741eb4da9f5df76eb7e9a.jpg']",0.97726827,0.962345066
"['398', 'fc1daf0ab0a7acf4e5d32e0ee0017ac00a37dec6afdd059134187970.jpg']",0.966117987,0.953705248
"['1040', '6bfd9366acabb61e49c5927779215e780e116cf443b0fb0da3c5f970.jpg']",0.974762721,0.950695192
"['465', 'b3031bc676299e0f26a5ab7c55bd9b951876b2588bc75fd074b6b87f.jpg']",0.965663993,0.967871347
"['1048', '971671d0f4da4c6907e3405197639f66455e939b50d74dafe5839dd2.jpg']",0.975666684,0.936303685
"['963', 'eca7d8795dac0e9e106ac98d556a382ee0accce2785eecff0f72aaf0.jpg']",0.979599886,0.899467691
"['465', '19c5da2f5ca795d4cec7007259771834b9ad9d8c6c552d5c6a2730bd.jpg']",0.981331015,0.962833183
"['638', '94b8539e406cf9c381063f8c67f6af9efef05940e968cb5acaf3e9ab.jpg']",0.969560457,0.952897735
"['883', '9e81e83fb512b5086c0e5ac9d09bf17a70c25371ebde07d5f51e893e.jpg']",0.964570948,0.934601433
"['619', '271ffc28333f8ce21c120376310a8616d3f47eb54c2939a60373ba99.jpg']",0.978650832,0.968421579
"['197', '8c273dd14ef002f3fd5278517eebccfcf824b479b549db4732a25ca4.jpg']",0.987728729,0.962106442
"['508', '591163ed8c7f7c2e70ffb0df247464cc1dc168d68791cf2278a2c0bc.png']",0.975717149,0.965174957
"['920', '79adfbe5a886dee9da0b22c40af3b3e1100dc1facb8c27cc595c6f5f.jpg']",0.968140683,0.964384769
"['692', '9c4a8c37f4f9c6f3dc03e081bd5cebbed32975e57c2a95d3059f0e1e.jpg']",0.961614082,0.968701179
"['513', 'b92a00fd58f66b169501ad7fccb41ed56080b3827d9662b02e27388a.jpg']",0.982793327,0.938544213
"['651', '3c60add372d317cbe060483c27459fd7a059636cfed58fa6a0d440ae.jpg']",0.972824545,0.954924919
"['396', '6a480cbf5861cd0f51e0bef0483a4655655cbbbc74cc556daf3c12cf.jpg']",0.983116984,0.941797421
"['620', 'd1e33a6849cdbb8dd934e0be5d91b02dcea1ae86543ebcafedb984b9.jpg']",0.97672381,0.943353134
"['404', 'fa3a6990883954b26c1436766cb939b01dd89aee3250a38df7824e8c.jpg']",0.987036378,0.946204569
"['190', '57273d8e6e0da6d21e52fc9abdc7bfb56be461632fb07a0db472bb59.jpg']",0.972299675,0.950864511
"['970', '4996d9c53803f340381fdd7f578304e17912ac39a207a1c7ed36e0fb.png']",0.9796047,0.942417047
"['201', '927b165579047d8a92eba7b925b5956a5f93fc074c6262a42336970f.jpg']",0.97756925,0.93616746
"['432', '1f310bef9542a59b45b5127d203c322dfdd4322a87f8d04c3763ee91.jpg']",0.98164043,0.942232907
"['817', '72f14b6dc5f915365afb83982a0ca88033255ae276fe1c2681cda690.jpg']",0.979849563,0.936290323
"['850', 'a1e288c83bc96ffca97c8fdec1c62cb9281b457d331fa551701ddb75.JPG']",0.983334575,0.937602684
"['1012', '6b5a7c5e83211281b4736af49732f6822cb021debf19d2db0a060017.jpg']",0.965392064,0.93992611
"['1011', 'a959d3b63d36c2081d9a6d12192338c561f4fec883fe245d9c994282.jpg']",0.985449705,0.921602233
"['456', '0bb310e9ba27fe565412efbb57a5116169bbae76d8724f6707da9357.jpg']",0.984397148,0.928615513
"['945', '8d5ea0e70aa4ef6348944f0a83841f6e29b58f6e1361a455fa9f94e7.jpg']",0.981257352,0.948522951
"['512', '8502c6c4106128d5204aced490feb23852cd5bdf2d6c06855955ae73.jpg']",0.964730214,0.941663159
"['725', 'd1e8c2f76fcf6bab5f0e42383b4fe9f4c2817645d2f388bf2f31f738.jpg']",0.989075485,0.913273772
"['381', '04ca67dcc435d589b3ef46115351bba494630a33d883b26d61e7a578.jpg']",0.980170623,0.940180514
"['848', '8e532e724de11fcf4b379de6c290fb78cd36835f1bb8310658dad70a.jpg']",0.975306209,0.948389994
"['957', '90282a4518444270514aea5a11b000c5f49764879b4814fd3bf591e5.jpg']",0.984184546,0.953201795
"['679', 'b82afc61c8e666eca7ec29030d832bc462d1376728d652ccef32af0e.jpg']",0.979048635,0.960069355
"['987', 'bdb8af8279591630b747c4a1b0069dba0707f0ff1e4f32787ce38c41.jpg']",0.976155119,0.945913146
"['422', '98c6bd7203ddc4b4ead2336366fdb6c4247e292e3dbf837d07e1c40b.jpg']",0.963323233,0.95117557
"['354', '19a0f7e389047b346f5f20d556e38a2053060f1725bc923e90a396c9.jpg']",0.979877215,0.94474327
"['648', '90b977b063eb1f5577fbf013859500492ab5179d5dab15d67a1fc758.jpg']",0.970148877,0.964713404
"['643', '56ac25712678b67252aad3bcb501a8802cc644dac1d018d08d2e647a.jpg']",0.978323248,0.950508225
"['627', 'eea648179c938bbdaaf9e37521e07eaed9aa37c1d2208cc06df4cc18.jpg']",0.984491686,0.969579076
"['710', 'c94af263c894f4516ceedfba468f152530059af9adf56afdb1c25930.jpg']",0.974706414,0.952760032
"['947', 'c82ac9390e13eba83b8d490e55c0db04225b1427530f29449400c561.jpg']",0.96752001,0.941194375
"['47', 'eee3297f790df2f5b534c1dc793d0cd868ff3e3a812e0480e876577f.jpg']",0.988897983,0.957400413
"['965', '154cf5a3eadc9a649eeb49877108832cf11341e3209d5cc13ab8cd1b.jpg']",0.981101828,0.95012561
"['973', '8151884c4ee63a81ebd30eebb7096c30bcafc73623c328358c390a2e.jpg']",0.988522514,0.956798365
"['717', 'e7bec123711a957c5b266fba617b414972b1020c74ce4c0847905b9c.jpg']",0.976631894,0.942010868
"['433', '7f62b10cc0d1e34e9534977934fb2bf81db9432b4a2bf32a4cadd4e8.jpeg']",0.980880643,0.913536728
"['975', '7b7a2bb4b6bcf54e734a5aefd5fdf51589cba1e2e29e0ca402426b6c.jpg']",0.972761737,0.942235163
"['1032', 'b62b062494d006bc93d5ce54e2feeb7020b9d6a8953af829798a86b6.jpg']",0.967615839,0.975608517
"['692', 'c4b653c2738d9f43316faac6d19ae7479be2b1aaa0aa3c370fb57f1c.jpg']",0.970464783,0.967831403
"['187', '84a0c3db3da38ef56db548cdae680d3443eb5292a831b8b08d2ffa2a.jpg']",0.989314738,0.948531198
"['393', '512006fe2259a944eb63b8124206280015924bfe00237a117690c16d.jpg']",0.982931837,0.953001916
"['394', 'a17f2a36e9392660c17c91576d8190164412d6c9b42bf670cab18c57.jpg']",0.967589846,0.947106742
"['962', 'd7f22260aed7e7c35adbb44756668ee371b37955c2a2358a0565add4.jpg']",0.965146984,0.970305538
"['1012', '933b38b3196e5db904ddd3f579e4eafd63bb29217191b12a7719143c.jpg']",0.965303378,0.963353571
"['392', 'c5a9a1f3ca45776d65879bb7dcc7a2f8d6c05ffeb86e5f840ae47f27.jpg']",0.983395942,0.92780028
"['321', '84f726657b5d5b305974101024e8fbd0981cca268651debf4a207d13.jpg']",0.970267872,0.973881459
"['729', 'ca96cc83eca50a88a05ffb29bbe213dbb1a36954356ea11a5bfe00fa.jpg']",0.980092235,0.952740754
"['1000', '772afdff2c51a3b423d8222e2d33ef3d739165d44d8314dd95448125.jpg']",0.977497871,0.951428079
"['852', '566efef58738337a9393e747221513d4e1fa5bfbcc6a5edfa0a98027.jpg']",0.980194014,0.941036454
"['134', '2078eef58f57193f6c78fccb71cb067c80bdd5a44c4f214061a142ea.jpg']",0.97170092,0.926398447
"['688', '37ad23510595a866de1b1153a56e94b2e8e0b81f8b64c407ad74f54c.jpg']",0.988989122,0.946721636
"['697', 'f56cc911ba8d11673e4c18ba2b08556f99e9a0e892918d3714324321.jpg']",0.959076229,0.962276105
"['375', '32f20d2162df12e73caa1060481403860a4e422c8a54bfebb4036302.jpg']",0.963867141,0.91395389
"['610', 'f3c28486336baac92eecee5085a1b50e88e7bf44cd40d38acb10ceb1.jpg']",0.984475394,0.919789913
"['370', 'fcc4937c78c3cff78760812b358afda76f753f6e1a1e65be5c623b76.JPG']",0.983942478,0.944724032
"['622', '1e2fcdd892b92f4514e7dd176832e51bf3d03706ac091c61d825573c.jpg']",0.964865399,0.896036061
"['1027', '45a74b06f3ddaa5dfcdddb7fb7e7684cb550f51062181ae807fb1e75.png']",0.961744967,0.918101118
"['895', 'ea20df58c52fc1434a7f138e64f9d3b4a6c51d7862dfdc1fc774ba0a.JPG']",0.971335392,0.948248545
"['984', '42cefef5be2dd2c2e95d7695fc928ae8198bafd231cb7c1bf99bdd72.jpg']",0.964793526,0.909720417
"['612', 'bff48b669cd2c3928dacc83623739d58f02aca6f2265f4cc7b095636.jpg']",0.987176444,0.955479293
"['516', '0cd51c99a4bcd54ef7b4ea7bb97f039134498ddf0e8feed51d79eaf1.jpg']",0.975941853,0.942103351
"['653', '43bda0f6db59763069536ba00bc2da6a203cf234c90af9e8062574cb.jpg']",0.964174668,0.963631377
"['411', 'dbcd2fae3e7cad6f09a65ec142844b1281192800fbd420dcc8af7228.jpg']",0.978069999,0.924792944
"['857', '9f69a4f47a99d0449c7178d4cb749fd2c7a240702fa5c19bd265280f.jpg']",0.937034494,0.942581774
"['1040', '27759db9beb5ba3121ed6b4c5de79f17cdeede257eec0c54fbdcb958.jpg']",0.979727858,0.960211782
"['420', 'd6f39cb4f12b62d16fe23b2cd2ea5dbd29e79681f84c6affec952eeb.jpg']",0.978879286,0.959312778
"['492', '38e8d0b88ba7e906371cf89180bbc2fde8cc9332934c53e1c06c177c.jpg']",0.97483309,0.93695018
"['465', '6e6ff72101cc7fcf35b9f6fdab683c3ec058af030a668f6e2ba495d6.jpg']",0.977831525,0.954649233
"['741', '97ecca17beb5e663238eac9dbc30d81a9539d0de46c8de45560c2dea.jpg']",0.980416244,0.930360444
"['416', '56c35196b7c0c92dc96e62cce104aef007d76784afe500c03b8dd954.jpg']",0.970491314,0.963295255
"['303', '13dbbb3313d23a24b71664c1beab1be79f8dec075fd4636faa940499.jpg']",0.969579133,0.934768477
"['723', '0cbac3351d4819dd3278bf7a95a5e59283dfdf673cd69ff4e430475e.jpg']",0.966067395,0.949981418
"['759', '2feb76fa3372ad76bfd48994854b008b7a95c6620ae7a82a783faec0.jpg']",0.964761119,0.957764674
"['859', '1271118ae751a7981b9660d67e18d45588aacec56dbbb313d6fe8992.jpg']",0.982214,0.934690187
"['968', '980eb6ac08a574de524bd70ec685426e9d4591e5022f83d2b2b8e4c2.jpg']",0.952043027,0.867211169
"['678', '9b87c4ff7aafbb5daf194e097e2ac11c7faac394542932344be1f3fc.jpg']",0.981914868,0.941085002
"['955', 'afd8dde84122b2b26d1db7ab95d51c99cbadbebf06bf6b71fcf7253e.jpg']",0.986506275,0.928329352
"['334', 'a75cdc7b9fdb28d531556a1f892fe680289daf193201bdcaf8fbebca.jpg']",0.976764808,0.942255549
"['24', '55fe1ca086abf3b913fe56410cc74295bb7e90bb8ec26dbbc62a4d64.jpg']",0.985486856,0.940040209
"['702', '31cdba140869fa1a44f0142667dd5ce01f83e6b9a5093ed277c1caa8.jpg']",0.976083894,0.959327454
"['509', '922d192c353a8ab323f8d6810df09101d6fb21cb38ab6be67e53dfa7.jpg']",0.975123071,0.951398987
"['891', 'b2ad3ae5936bedb3511d9fe79280db28b42cbf41099e4d5b78a80100.jpg']",0.966645281,0.956560671
"['1037', '2badcff7910d2b863a76a7a0a62ada9ded832b349d503ec9f5fdae5f.jpeg']",0.977117081,0.952790626
"['1050', '224ba8cb415929ef6627b02cfa85413ef0b142f9fe9f99315eaa8ddf.jpg']",0.972061167,0.952767312
"['883', 'ced1a3f7ea340da3eb646e0d362f1e472566841bd3ca5df34ac01c33.jpg']",0.969801398,0.919817771
"['927', 'a81e905b63665a1d2232bce63d480029e820204e414ae6aebe123416.jpg']",0.972223138,0.958852024
"['665', '268243ae0a1ef6d0393464b31a137392bf407b9ea9818e6557916bf6.jpg']",0.9889038,0.944214005
"['895', '240aa839cd781b2a199af6c674d35027f0758f22db7e8ba6743e123e.jpg']",0.976994007,0.954885052
"['1037', '064547e82ae1568a823796cf171087a83be4b9001a17719fbad8038c.jpg']",0.958121414,0.889671106
"['401', 'f7480d766532259914c5f4e8516e15b608bfae4edc1f26b0599c4011.jpg']",0.977386069,0.946142472
"['694', '379a238a0dd1043d5a2600be279277631375b3a5014c000a89d00bd4.jpg']",0.983083076,0.960861946
"['463', '70202a7b78d482ad1c84d16a9c5f8cf2512f0628d7db379d84a4469c.jpg']",0.980975321,0.936510581
"['513', 'f2fcd4e5ad9898604f760c8b5b1e622ac85fb4089384b4c0ae35092c.jpg']",0.99010121,0.957713526
"['978', 'c9209e990ebe7178a815957800cf8975a2f0bebd9efa284565ce9d7e.jpg']",0.992043249,0.913790104
"['706', '050c7fcae4ad7fac69b0a4257c7961ffd38f46e85f740011b4e5c93f.jpg']",0.978073348,0.924041881
"['462', '7a7fbc3aabfe2faf568809637f3863681d5206e79012fb096951abc0.jpg']",0.97930779,0.959637886
"['494', '485e59560a25f2efff608107eb434d91b98a527027f102423312c88a.jpg']",0.98987768,0.948521714
"['727', '3ca9b93edbb0ded246154df0a2f393120a88417e01de7c1a3c5830cd.jpg']",0.974008068,0.927024522
"['613', '7e973f7d105c21d9e6d06bdb068e06e89d33e0b80e60d8b7e5fa934e.jpg']",0.965746857,0.970511146
"['302', 'd9bf05c51b6d1b089e82fda85e14a88421bddd99eb015595bf13ee66.jpg']",0.9708395,0.943917153
"['117', '986d38d55654b351433d557bd5dfcce7e7378d2008ffd510fb16d800.jpg']",0.966892988,0.932505519
"['685', 'be3f8e878d3cde6b34e25b8f5dc6b86d7fb578731fb6eedc0dca4f9d.jpg']",0.977939258,0.958881833
"['880', '6c86c39d593783031c48dd3e7d61c7763f6ea552b22662703cc6a134.png']",0.969948298,0.958883463
"['1198', '51fa693513709959cae0cad97ca10b9bbc92f1652200efebc53bd9be.jpg']",0.983238175,0.954412648
"['992', '93ee71edda27e38cea791771df3b4581f846572da0365493b0abd511.jpg']",0.980331427,0.914564316
"['998', 'bc12f8f08990295d556bfc602a432339aecc3ab7cbb9931c7d8c2d79.jpg']",0.983810047,0.954394816
"['805', 'a88aaefca4c59767ff0fc39bff691b4865efd91fb133c99c15289f41.jpg']",0.973017229,0.961791706
"['734', '2a1251c137c9f8074c21e5fb1cde5d67058b41cdfd1bb586f07b4eb5.jpg']",0.981940157,0.94971542
"['951', '13acdec854ce1e47822956b9d6ea2e6506327a3f31779377658ab4bb.jpg']",0.983506596,0.928279531
"['499', '9e9c89009f6c0955a3a7b7da832393a99444b1bdde007825ce0327a3.jpg']",0.964745802,0.932465815
"['122', 'ef608e0c45cd8f500d814ab4d6ed4db74de0f17fb17dfae89332b2d0.jpg']",0.981448712,0.944739047
"['381', '15762b5eb689f2ca2026f7ee4dcd35c7e349c27a2f83274028fe5616.jpg']",0.981829121,0.946317453
"['376', '8be25f0a6c78a32aa8b89bea8c925b81b60bfa18c159a6438a566398.jpg']",0.983906382,0.976512349
"['449', '26cbfcb9a0ec86d0908a729c48461e85e345b9c941fcea6bdfe1b974.jpg']",0.984574737,0.952151884
"['381', 'a7d0726f9ef8724cda1d38d808ee0862832994cc7a6713a07fc4ed03.jpg']",0.983952779,0.956887793
"['741', 'c1426a653471c29a56f5425312224f2662cfc373ebbdeb649df106ca.jpg']",0.974162509,0.944502097
"['956', 'cbf03e9e16b3a7208c23ca252df6932a34e1fcd8e53a344acc76faff.jpg']",0.972583226,0.947421565
"['439', '9041812bb1282d4aec835aeacfba1800ff19825ddae23fe34263444c.jpg']",0.983108435,0.965552245
"['1046', '67b38c2248818652099453a6e4e391515c5a86a33fe4b403c5a16bd3.JPG']",0.958103118,0.952634373
"['501', '895deac29165f4e3ac4a1480d77db0c268691f1b2a3d100b822290fe.jpg']",0.951939762,0.900963272
"['625', '23ab943dc8286134f3d9834fb5900c090e8522183c247c4614a6bbf0.jpg']",0.967066258,0.902208915
"['963', '74c09ba8050b10b665e48e9d0c2490df881376045125f6c1c3402e06.jpg']",0.974922116,0.948500846
"['690', '3dc3623e5f865f42639d55f98cf7b3a11351a9d0cda0ca5d665a0c38.jpg']",0.978713914,0.956218827
"['822', '8fd930ba4d088754c47a8713ac13eae3537b83275919c7aa243eb057.jpg']",0.977420405,0.945028509
"['1017', '52aea8bfd489ce13982e76bc15c4570e77d19a3cc8fb11ec1ea621aa.jpg']",0.982600659,0.947931155
"['486', '60d8eb5e2818e7ea63781c2a99aec5dc77aa33d572562cfdd06408e0.jpg']",0.977109455,0.926202564
"['945', '5bcd819dff6e755174a39bdf43a9d045ba08151981983077c914e77f.jpg']",0.975440857,0.954617453
"['621', '046bfee94f26d789a99032e15752cd7ac11d5bd9c982ae444d1bd415.jpg']",0.974653558,0.905123301
"['1039', 'b5b9ba146e451e56f237f5908cc636fccc49dbc84312c29f50c00eaa.jpg']",0.980962284,0.954832828
"['1051', 'ec63d616bb23772598e9d929b088d104502827d8ae9bbcc6fa0fc4b8.jpg']",0.982955262,0.915336266
"['462', 'ababa03c5cb7cd4ad8ce446a7478b41f761536ac007d347f9f54e9ad.jpg']",0.990201781,0.961442942
"['377', '3425a55e6e4558833de5914285f2150cf0b76eeff1ed5b19994a8eff.jpg']",0.964617492,0.898697919
"['746', '0408f10494e94dc4636d300381fcb1507269bfb3096f0028d7641a32.png']",0.986253655,0.939057045
"['863', '818eeca80ff1dd2e2b7a10e0eac0bc7b147e1b55e4b474526a459c95.jpg']",0.979234087,0.932416947
"['672', '40d2339494ed205df292701f21f0b36937f8a8ba4c06ebe2fc8251ed.jpg']",0.947201463,0.942990367
"['393', '59a1343f8a00b7383454e51fedb3d0f8f139254cf1aec9b8e77c3402.jpg']",0.963706099,0.944983244
"['730', 'f9942e403ea9293b66a8240206749da3052de39ee155c98178b3ce5c.jpg']",0.97053266,0.937622675
"['990', '69462d9f0a5bf5437064dc77a2e4f2e11bed3b43e1f86324e3480534.JPG']",0.984131753,0.957287064
"['487', '067e99f68f6599d1c436e262073f9feea567dd7d9c85ebc0e9cb2e73.jpg']",0.988913903,0.953694322
"['622', 'e6ba566a8bdc6ce8ecef2ea03ddbf7fe1f26dadbf64a15b7f9c2e56a.jpg']",0.975400826,0.969255903
"['810', '16e003c250d09db149ccbae9e92a32b6cba829bf4de90c815effa5a5.jpg']",0.973917428,0.94356894
"['873', '3d86609e1efe7cf760aff7ac217ae9406bed09b7ba426483502719db.png']",0.967204589,0.895305631
"['356', 'b22a7e1061888752dc52ddbe4d78cbd022abd0b3bcbb5c5e7db5d977.jpg']",0.983720372,0.969765955
"['654', '207a6dc00142fcc5ed2503a59db4b1fb993f533c4a241bb337fab56b.jpg']",0.935575713,0.878483583
"['439', 'e38b2a6d07553fbb1063bfe12c4e9dc9dd7d61e468bf77555246d71a.jpg']",0.979480409,0.959690126
"['593', '89b279eab8e967b40b10a804be8c19dd82e9641bc40a3960f578be0e.jpg']",0.964941228,0.936030342
"['917', '549ed91a7af40bbad9686c7fa24ff9a322c65a1189ee069200ce85bb.jpg']",0.977916553,0.905081512
"['1024', '72466adc9abeb87484b7d9004993b69f945b65687c1f4830d3e53103.jpg']",0.985061507,0.950633324
"['802', 'fe97edaec3f8a36f8cb20cf4baf113957218bc1bd5160b7acd08de66.jpg']",0.982818421,0.925641235
"['993', '0fabb1db09973d26d199cd26aa918f52778aa2471d949fbc44bff8a1.jpg']",0.990011421,0.922189067
"['214', '2c3428967b01960b1c690ba6bfbb1698744351f0c740e3d6e9a843d7.jpg']",0.98223281,0.9462942
"['855', '3c577b0f0f110d54f1e55a4f29d8c7a9efe5738bfdbd5b9ae219f9a6.jpg']",0.986899618,0.955084375
"['135', '697cd0c9a8cacefabd8b4b9e9ad5545f85c9481c919664e938dd1837.jpg']",0.978334908,0.942671781
"['870', '130a9b3b5e5096370a18ee19e559a5bf6ec1e80653865d451cf98b97.jpg']",0.986589499,0.915602976
"['516', '964759bc9dd3eee3abb3493bbd97cfb30e04c6a18770215777e1c079.jpg']",0.986058131,0.977058297
"['1057', 'ce02e6c5a05a19e37c12a9ea4cca24a62879aafc4eb2cb10c204d8d3.jpg']",0.988931919,0.958594141
"['829', '8f2b9b6d550e1c6b8540e6e9d847d29703096358fec12db72af06e0a.jpeg']",0.981055411,0.956391488
"['264', 'bf715736c8461e5a211d84ba9c20d0997b65a867186a66ecfdb6524f.jpg']",0.977338235,0.959517822
"['687', '7678491db3d5b363c34516e574a478059150c1774e13c54d2f1d7dcd.jpg']",0.962941507,0.91956293
"['717', '53b6c72a30d0477c15e84b5adf0c07fe77f4337de03fa6101c0df31e.jpg']",0.966960078,0.93584088
"['870', '58d3a9ec2202a140dcf3c1e3bf2abdbcdfff3682f85b46ea89f82025.JPG']",0.983596408,0.947315016
"['914', '1ff9eeeb5bfe6d3ac315dde14b9cbe65aff60414c9856d9e52d585f0.jpg']",0.982258786,0.929523774
"['684', 'f6958390220038c90187f84deb1bcb3dc94f6fb18ddba2d8a33f20d0.jpg']",0.977280893,0.91441715
"['381', '8dbceefe0319a665ddb69f1477a97671c6bc1d113e3eab8170d335de.jpg']",0.982787943,0.94993266
"['456', '042aaaf4cf50512b7857b98dff2020d495df1a3ccdeef54eaadbbf57.jpg']",0.979877648,0.933677573
"['755', '916daacccecbba6a3511d8f7c0e0b66ae868698ef1b4cfb9f95df901.jpg']",0.956205947,0.949110341
"['333', '44ae7b91c0e889c8b614ff99b2567c27d1ff1fc458449bcaf2b78fee.jpg']",0.967788625,0.943479937
"['417', 'daf62f6a7b86a5042071b60a0ddd949a2e27b88e726d4e8d0bf8705b.png']",0.972102187,0.948167316
"['959', '97a1ab79db38df9090e7cb1f572d9c289c37e847853a0895f2b1e2ee.jpg']",0.975340701,0.96108129
"['649', 'bde39fbc14b4401678a0922bb90ec2dce335f25feb72f7e3521f5a6b.jpg']",0.972373589,0.964029529
"['741', 'd90e33be1ebbe0c36d3cc4e45f300ff51689a73f73d32e68d84397ed.jpg']",0.986677735,0.939608496
"['893', '3975555cf5b41b95f420d285bae1c64d63158a92c1dbe4233c68e451.jpg']",0.965871808,0.95150959
"['610', 'ff6a5308db5334ae185095bf8e0a5831e87326fb3209d25c05849e7d.jpg']",0.988172349,0.926008287
"['933', 'e07c5f29bce9c19c4ee846a8a97329a98b706ae7f5f82ccb8e353c2d.jpg']",0.971198625,0.961206864
"['119', 'ff1665237f3f789e4d5ad5dbf27e4d8fde95e32d0a13bbaf0f1aa74a.jpg']",0.974343503,0.942966768
"['958', '6fdcc4b67b46cd9272cb184354fac8bbdf0322d18efacb98fef2b3d8.jpg']",0.986355653,0.964532652
"['952', 'd924d84c9850aa6d5f2071da9e0c695ae8affb2701902aeb136025b2.jpg']",0.976966528,0.952068803
"['966', 'd0657f733e4efcd1abe62719e0f64e8e3796757b8738ec561ac4648f.jpg']",0.977504334,0.921121402
"['967', '62816d714b1e658b1be5258a4cd05367f73790d0da4fb2dd9661e553.jpg']",0.98794593,0.953212976
"['333', 'c5cdd073c92c7042aba3aa47fe4e9b4d5265192e730da21f16e775ed.JPG']",0.968943225,0.926475195
"['1272', '4f9e2f6ab1f69dec2bf6660e944e343a13d32a2a04f754c9643a6094.jpg']",0.98587967,0.960064156
"['331', '00283ee08ee1c045abf54d3bb81ed3c926135871153eae8ff2fd11c8.jpg']",0.979819985,0.94172779
"['912', 'd3dfb1911aceff755734ebbd0f5dc4b531560a310f73470d5b4d0378.jpg']",0.978522436,0.921069453
"['498', '51090e756f0d822be5f5573049d1c09d04557f11a747b3bbd23f227b.jpg']",0.966853076,0.927720318
"['1020', '93f4b656cd7de32f918369c69efe4e27029ccb3bc7155201c8010a47.jpg']",0.971516845,0.937458649
"['434', '3cc03e959f20d046a66985274657cb9df0185e554f88bac5488ccec0.jpg']",0.967936199,0.93932981
"['877', '71b4a95e167523b8e27b7d9c6e1bc6e76b43822a6cbfef9baa21ebee.jpg']",0.9799764,0.951971998
"['1002', 'e19aa805a6f28bed90261affe6a9b4e609b38977e7dff0578bde07f3.jpg']",0.971031258,0.956061988
"['849', '8121b054b9f34a880831bb8fc3a9b184e79ff753d09c564c6bd43d64.jpg']",0.970964245,0.968728323
"['972', 'cd46aa48e7faf98766ff650e7fd4536e0ce3b4f88ea3f8027421df87.jpg']",0.94544066,0.932651776
"['652', 'b066c8f4ef86f38c01d3159bd88f0ab579a0bcaf708c8b3e6fbb2dbe.jpg']",0.980209797,0.935646278
"['822', '9dce7a4bf65ee17dcfdd7f6d1a2ab2bb0d97336bf8e1759e01318b02.jpg']",0.968681217,0.960110447
"['725', '58f4c4062a9c6112197689d5bd022047cce2456be8fbeab7cbbbbe59.jpg']",0.971712477,0.931856537
"['858', '04af340b2e9f11e1d0e9d51202f89e5488f7fab4c8f6029632b699a4.jpg']",0.976498113,0.907359466
"['732', '0147ed1ae450871793854d373a01241581e93918ad0871b3497d457f.JPG']",0.977919185,0.92736179
"['467', 'e2c370b3e6c6d35a1cbb6c1d7fbbd38963fca13ab1232608cd5126a9.jpg']",0.951542146,0.949927371
"['967', '2f5bb44bed2a94170211bc210d7c2a499206a8657488ff8d92ba3f52.jpg']",0.9845969,0.941015032
"['911', '6835a3ff77f3938f369fd55aee39232c9170bdd2b871bf47da478102.jpg']",0.963368726,0.965636123
"['402', '96472f4f7bf00a8f698ae988d92aa0622c74241f4ccfa59bd9144b43.jpg']",0.976343836,0.934826652
"['972', 'fd3a284a857029493766b346febaceaba60cdf9fdeea7f80f3cc106f.jpg']",0.978485491,0.94345236
"['381', '7349f87a0a3df5e511629793f24891924fba72f46069a45e60f35e6c.png']",0.975497747,0.941502322
"['460', '33b787f1a4a68f6495c050ae40e323dc23c0eb3519e1c9f377dca7bd.jpg']",0.987206825,0.945523983
"['1061', '119a0af0fc79a635cf9d115aa934bf16aec647cca663d50b37ee9a73.jpg']",0.966891357,0.943945663
"['199', '2e4a49e3729e34ce08f47ed2593935f8c1dd6330b57f0d4d8738dc1d.jpg']",0.985690832,0.955019041
